symptom,state,Up to 2018-08-01,Up to 2018-09-01,aggregate_correlation
Hyperventilation,KY,55,54,54
Hypothermia,KY,38,1,37
Hypoventilation,KY,54,51,53
Illusions,KY,64,17,63
Intermittent Claudication,KY,20,31,19
Jaundice,KY,44,23,43
Labor Pain,KY,4,59,4
Learning Disorders,KY,33,61,32
Lethargy,KY,32,20,31
Livedo Reticularis,KY,18,29,17
Low Back Pain,KY,47,8,46
Mental Retardation,KY,64,17,63
Metatarsalgia,KY,45,21,44
Miosis,KY,21,32,20
Morning Sickness,KY,12,38,12
Motion Sickness,KY,45,21,44
Mouth Breathing,KY,25,49,24
Muscle Cramp,KY,43,64,42
Muscle Weakness,KY,55,54,54
Mutism,KY,32,20,31
Myoclonus,KY,65,13,64
Myotonia,KY,32,20,31
Nausea,KY,9,40,9
Neck Pain,KY,9,40,9
Neuralgia,KY,46,5,45
Nocturia,KY,48,9,47
Obesity,KY,64,17,63
Oliguria,KY,6,42,6
Orthostatic Intolerance,KY,19,30,18
Overweight,KY,64,17,63
Pain,KY,9,40,9
Pallor,KY,4,59,4
Paralysis,KY,4,59,4
Paraplegia,KY,31,67,30
Paresis,KY,22,33,21
Paresthesia,KY,4,59,4
Pelvic Pain,KY,49,6,48
Photophobia,KY,25,49,24
Polyuria,KY,36,65,35
Presbycusis,KY,23,34,22
Prosopagnosia,KY,16,27,15
Proteinuria,KY,62,18,61
Pruritus,KY,51,7,50
Purpura,KY,59,9,58
Quadriplegia,KY,17,28,16
Renal Colic,KY,30,46,29
Sarcopenia,KY,35,63,34
Sciatica,KY,13,39,9
Scotoma,KY,14,24,13
Seizures,KY,11,44,11
Shoulder Pain,KY,9,40,9
Sleep Deprivation,KY,56,10,55
Sleep Disorders,KY,64,17,63
Sneezing,KY,12,38,12
Snoring,KY,6,42,6
Spasm,KY,59,57,58
Stupor,KY,29,45,28
Stuttering,KY,64,17,63
Susac Syndrome,KY,32,20,31
Sweating Sickness,KY,14,25,13
Syncope,KY,39,3,38
Tetany,KY,38,1,37
Tics,KY,39,3,38
Tinea Pedis,KY,4,59,4
Tinnitus,KY,42,11,41
Toothache,KY,9,40,9
Torticollis,KY,48,9,47
Tremor,KY,55,7,54
Trismus,KY,36,65,35
Unconsciousness,KY,41,2,40
Urinary Incontinence,KY,64,17,63
Vertigo,KY,8,22,8
Vomiting,KY,9,40,9
Weight Gain,KY,9,40,9
Weight Loss,KY,9,40,9
Abdominal Pain,LA,69,52,20
Ageusia,LA,53,36,5
Agnosia,LA,24,15,8
Alien Hand Syndrome,LA,37,28,68
Amaurosis Fugax,LA,67,49,3
Amblyopia,LA,49,68,31
Amnesia,LA,70,53,21
Angina Pectoris,LA,21,16,49
Anisocoria,LA,41,59,70
Anomia,LA,48,71,30
Anorexia,LA,32,12,55
Anoxia,LA,37,28,68
Aphasia,LA,27,32,52
Apnea,LA,8,74,36
Arthralgia,LA,1,23,59
Asthenia,LA,19,21,73
Ataxia,LA,28,9,56
Athetosis,LA,42,60,71
Back Pain,LA,69,52,20
Birth Weight,LA,30,11,58
Blindness,LA,31,12,55
Body Weight,LA,20,22,74
Bulimia,LA,32,12,55
Cachexia,LA,2,26,61
Catatonia,LA,17,19,64
Chest Pain,LA,69,52,20
Chills,LA,69,52,20
Chorea,LA,12,1,44
Colic,LA,71,50,22
Coma,LA,26,65,54
Communication Disorders,LA,25,17,53
Confusion,LA,32,24,60
Constipation,LA,69,52,20
Coprophagia,LA,39,38,27
Cough,LA,69,52,20
Cyanosis,LA,44,62,15
Deafness,LA,28,9,56
Delirium,LA,11,33,38
Diarrhea,LA,69,52,20
Diplopia,LA,45,63,16
Dizziness,LA,69,52,20
Dysarthria,LA,15,72,47
Dysgeusia,LA,51,73,33
Dyslexia,LA,32,12,55
Dysmenorrhea,LA,56,58,9
Dyspepsia,LA,12,1,44
Dysphonia,LA,3,27,62
Dyspnea,LA,25,17,53
Dystonia,LA,19,21,73
Dysuria,LA,47,70,29
Earache,LA,63,50,24
Ecchymosis,LA,38,31,69
Echolalia,LA,39,38,27
Edema,LA,29,10,57
Emaciation,LA,73,46,13
Encopresis,LA,41,59,70
Eye Pain,LA,68,51,19
Facial Pain,LA,42,60,71
Fatigue,LA,69,52,20
Feminization,LA,33,13,40
Fever,LA,69,52,20
Flank Pain,LA,52,75,34
Flatulence,LA,12,1,44
Flushing,LA,28,9,56
Gagging,LA,64,55,25
Gastroparesis,LA,7,25,35
Halitosis,LA,12,1,44
Hallucinations,LA,20,24,60
Headache,LA,69,52,20
Hearing Loss,LA,31,12,55
Heartburn,LA,69,52,20
Hematemesis,LA,74,47,14
Hemianopsia,LA,4,5,72
Hemiplegia,LA,62,43,12
Hemoptysis,LA,28,9,56
Hiccup,LA,65,56,26
Hirsutism,LA,37,28,68
Hoarseness,LA,43,64,63
Hot Flashes,LA,47,70,29
Hydrops Fetalis,LA,50,67,32
Hyperacusis,LA,2,26,61
Hyperalgesia,LA,37,28,68
Hypercapnia,LA,42,60,71
Hyperemesis Gravidarum,LA,57,44,10
Hyperesthesia,LA,4,5,72
Hyperventilation,LA,44,62,15
Hypothermia,LA,9,69,39
Hypoventilation,LA,51,73,33
Illusions,LA,32,12,55
Intermittent Claudication,LA,61,42,1
Jaundice,LA,28,9,56
Labor Pain,LA,14,3,46
Lethargy,LA,13,2,45
Livedo Reticularis,LA,2,26,61
Low Back Pain,LA,25,17,53
Mental Retardation,LA,32,12,55
Metatarsalgia,LA,50,67,32
Miosis,LA,35,29,66
Morning Sickness,LA,63,57,24
Motion Sickness,LA,1,23,59
Mouth Breathing,LA,66,48,18
Muscle Cramp,LA,55,35,7
Muscle Weakness,LA,58,61,11
Mutism,LA,10,16,37
Myoclonus,LA,36,34,67
Myotonia,LA,54,37,6
Nausea,LA,69,52,20
Neck Pain,LA,69,52,20
Neuralgia,LA,43,64,63
Nocturia,LA,45,63,16
Obesity,LA,32,12,55
Oliguria,LA,48,71,30
Orthostatic Intolerance,LA,40,39,28
Overweight,LA,28,9,56
Pain,LA,69,52,20
Pallor,LA,28,9,56
Paralysis,LA,29,10,57
Paraparesis,LA,42,60,71
Paraplegia,LA,5,7,42
Paresis,LA,59,40,2
Paresthesia,LA,7,25,35
Pelvic Pain,LA,45,63,16
Photophobia,LA,18,20,65
Polyuria,LA,10,30,37
Presbycusis,LA,58,45,11
Prosopagnosia,LA,12,1,44
Proteinuria,LA,5,7,42
Pruritus,LA,6,8,43
Purpura,LA,28,9,56
Quadriplegia,LA,10,35,37
Sarcopenia,LA,60,41,18
Sciatica,LA,68,51,19
Scotoma,LA,37,28,68
Seizures,LA,9,61,39
Shoulder Pain,LA,69,52,20
Sleep Deprivation,LA,13,2,45
Sleep Disorders,LA,32,12,55
Sneezing,LA,69,52,20
Snoring,LA,46,66,17
Spasm,LA,22,18,50
Stupor,LA,72,54,23
Stuttering,LA,34,14,41
Sweating Sickness,LA,57,44,10
Syncope,LA,23,18,51
Tetany,LA,13,2,45
Tics,LA,24,15,8
Tinea Pedis,LA,62,43,12
Tinnitus,LA,33,71,40
Toothache,LA,69,52,20
Torticollis,LA,27,32,52
Tremor,LA,43,64,63
Trismus,LA,66,48,4
Urinary Incontinence,LA,33,6,40
Vertigo,LA,16,4,48
Vomiting,LA,69,52,20
Weight Gain,LA,69,52,20
Weight Loss,LA,69,52,20
Abdominal Pain,ME,48,54,41
Agnosia,ME,36,22,13
Amblyopia,ME,51,69,51
Amnesia,ME,18,25,4
Angina Pectoris,ME,52,70,52
Anisocoria,ME,25,45,19
Anorexia,ME,72,7,72
Anoxia,ME,79,11,81
Aphasia,ME,44,2,34
Apnea,ME,69,4,69
Arthralgia,ME,8,37,16
Asthenia,ME,21,28,5
Ataxia,ME,68,3,68
Back Pain,ME,46,52,39
Birth Weight,ME,66,18,66
Blindness,ME,72,7,72
Body Weight,ME,83,9,80
Bulimia,ME,72,7,72
Cachexia,ME,75,63,75
Catatonia,ME,50,57,43
Chest Pain,ME,46,52,39
Chills,ME,47,53,40
Chorea,ME,27,47,21
Colic,ME,30,50,24
Coma,ME,15,30,1
Confusion,ME,71,6,71
Constipation,ME,46,52,39
Cough,ME,46,52,39
Cyanosis,ME,11,33,28
Deafness,ME,82,8,79
Delirium,ME,22,29,6
Diarrhea,ME,46,52,39
Diplopia,ME,31,13,25
Dizziness,ME,42,56,32
Dysarthria,ME,17,24,3
Dyslexia,ME,68,3,68
Dysmenorrhea,ME,55,76,55
Dyspepsia,ME,31,15,25
Dysphonia,ME,1,40,46
Dyspnea,ME,67,19,67
Dystonia,ME,6,17,14
Dysuria,ME,64,73,64
Earache,ME,33,81,27
Ecchymosis,ME,13,35,30
Echolalia,ME,2,41,47
Edema,ME,77,1,77
Encopresis,ME,51,69,51
Eye Pain,ME,32,14,26
Fatigue,ME,45,51,38
Feminization,ME,82,8,79
Fever,ME,46,52,39
Flank Pain,ME,34,20,11
Flatulence,ME,9,38,17
Flushing,ME,7,26,15
Gagging,ME,79,11,81
Gastroparesis,ME,39,60,35
Halitosis,ME,68,3,68
Hallucinations,ME,16,27,2
Headache,ME,46,52,39
Hearing Loss,ME,62,77,62
Heartburn,ME,46,52,39
Hematemesis,ME,1,40,46
Hemianopsia,ME,73,65,73
Hemiplegia,ME,63,67,63
Hemoptysis,ME,17,24,3
Hiccup,ME,57,79,57
Hirsutism,ME,26,46,20
Hoarseness,ME,43,16,33
Hot Flashes,ME,78,1,78
Hyperalgesia,ME,68,3,68
Hypercapnia,ME,28,48,22
Hyperemesis Gravidarum,ME,37,58,44
Hyperventilation,ME,61,74,61
Hypothermia,ME,68,3,68
Illusions,ME,72,7,72
Jaundice,ME,41,62,37
Lethargy,ME,32,14,26
Low Back Pain,ME,65,68,65
Metatarsalgia,ME,35,21,12
Miosis,ME,53,71,53
Morning Sickness,ME,31,13,25
Motion Sickness,ME,6,17,14
Muscle Weakness,ME,19,23,8
Mutism,ME,12,34,29
Myoclonus,ME,51,69,51
Nausea,ME,46,52,39
Neck Pain,ME,46,52,39
Neuralgia,ME,20,23,9
Nocturia,ME,31,13,25
Obesity,ME,72,7,72
Oliguria,ME,52,70,52
Overweight,ME,71,6,71
Pain,ME,46,52,39
Pallor,ME,80,12,82
Paralysis,ME,81,10,83
Paraplegia,ME,75,63,75
Paresis,ME,25,45,19
Paresthesia,ME,3,42,48
Pelvic Pain,ME,59,82,59
Photophobia,ME,4,43,49
Polyuria,ME,34,20,11
Presbycusis,ME,14,36,31
Prosopagnosia,ME,38,59,45
Proteinuria,ME,64,73,64
Pruritus,ME,56,78,56
Purpura,ME,61,10,61
Sciatica,ME,60,75,60
Seizures,ME,70,5,70
Shoulder Pain,ME,45,51,38
Sleep Deprivation,ME,72,7,72
Sneezing,ME,23,31,7
Snoring,ME,70,5,70
Spasm,ME,24,32,10
Stupor,ME,29,49,23
Stuttering,ME,68,3,68
Syncope,ME,31,13,25
Tetany,ME,54,72,54
Tics,ME,5,44,50
Tinea Pedis,ME,21,28,5
Tinnitus,ME,40,61,36
Toothache,ME,49,55,42
Torticollis,ME,76,64,76
Tremor,ME,73,65,73
Trismus,ME,10,39,18
Urinary Incontinence,ME,74,66,74
Vertigo,ME,58,80,58
Vomiting,ME,46,52,39
Weight Gain,ME,46,52,39
Weight Loss,ME,46,52,39
Abdominal Pain,MD,12,9,15
Acute Coronary Syndrome,MD,80,31,55
Ageusia,MD,19,12,66
Agnosia,MD,66,94,36
Agraphia,MD,51,48,96
Albuminuria,MD,55,69,30
Alien Hand Syndrome,MD,28,17,58
Amaurosis Fugax,MD,78,30,48
Amblyopia,MD,70,81,42
Amnesia,MD,12,9,15
Angina Pectoris,MD,67,95,37
Anisocoria,MD,82,33,57
Anomia,MD,1,1,7
Anorexia,MD,73,86,46
Anoxia,MD,69,85,45
Aphasia,MD,56,66,31
Aphonia,MD,2,2,8
Apnea,MD,11,8,13
Arthralgia,MD,45,42,89
Asthenia,MD,74,87,47
Ataxia,MD,75,74,41
Athetosis,MD,14,36,71
Back Pain,MD,12,9,15
Birth Weight,MD,92,49,23
Blindness,MD,73,86,46
Body Weight,MD,27,11,5
Bulimia,MD,73,86,46
Cachexia,MD,62,83,39
Catatonia,MD,43,38,87
Cerebellar Ataxia,MD,89,61,1
Chest Pain,MD,12,9,15
Chills,MD,12,9,15
Chorea,MD,65,90,35
Colic,MD,4,4,10
Coma,MD,13,10,16
Confusion,MD,79,50,49
Constipation,MD,12,9,15
Coprophagia,MD,15,37,72
Cough,MD,12,9,15
Cyanosis,MD,64,93,34
Deafness,MD,73,86,46
Delirium,MD,87,55,6
Diarrhea,MD,12,9,15
Diplopia,MD,37,28,77
Dizziness,MD,12,9,15
Dysarthria,MD,61,71,81
Dysgeusia,MD,85,53,50
Dyslexia,MD,71,88,43
Dysmenorrhea,MD,83,51,52
Dyspepsia,MD,77,76,82
Dysphonia,MD,31,20,61
Dyspnea,MD,5,5,11
Dystonia,MD,63,84,40
Dysuria,MD,7,13,17
Earache,MD,90,62,2
Ecchymosis,MD,18,40,75
Echolalia,MD,41,79,84
Edema,MD,26,65,4
Emaciation,MD,28,17,58
Encopresis,MD,72,89,44
Eructation,MD,16,85,73
Eye Pain,MD,10,7,15
Facial Pain,MD,31,20,61
Fasciculation,MD,32,21,62
Fatigue,MD,12,9,15
Feminization,MD,69,85,45
Fever,MD,12,9,15
Flank Pain,MD,55,69,30
Flatulence,MD,66,94,36
Flushing,MD,55,69,30
Gagging,MD,91,64,3
Gastroparesis,MD,90,63,2
Halitosis,MD,84,52,53
Hallucinations,MD,88,56,54
Headache,MD,12,9,15
Hearing Loss,MD,61,70,81
Heart Murmurs,MD,74,87,47
Heartburn,MD,12,9,15
Hematemesis,MD,40,78,83
Hemianopsia,MD,52,46,97
Hemiplegia,MD,42,80,85
Hemoglobinuria,MD,32,21,62
Hemoptysis,MD,77,76,82
Hiccup,MD,12,9,15
Hirsutism,MD,83,51,52
Hoarseness,MD,35,24,65
Horner Syndrome,MD,96,60,27
Hot Flashes,MD,12,9,15
Hydrops Fetalis,MD,95,57,26
Hyperacusis,MD,50,81,20
Hyperalgesia,MD,23,92,70
Hypercapnia,MD,86,54,51
Hyperemesis Gravidarum,MD,3,3,9
Hyperesthesia,MD,55,71,30
Hyperphagia,MD,20,16,67
Hyperventilation,MD,68,96,38
Hypocapnia,MD,28,17,58
Hypothermia,MD,64,93,34
Hypoventilation,MD,60,25,80
Illusions,MD,73,86,46
Intermittent Claudication,MD,77,76,82
Jaundice,MD,10,7,22
Korsakoff Syndrome,MD,50,12,20
Labor Pain,MD,9,15,19
Lethargy,MD,70,70,42
Livedo Reticularis,MD,33,22,63
Low Back Pain,MD,58,73,33
Mental Retardation,MD,73,86,46
Metatarsalgia,MD,67,95,37
Miosis,MD,62,83,39
Morning Sickness,MD,54,68,29
Motion Sickness,MD,93,57,24
Mouth Breathing,MD,40,78,83
Muscle Cramp,MD,95,59,26
Muscle Weakness,MD,76,75,21
Muscular Atrophy,MD,94,58,25
Mutism,MD,32,21,62
Myoclonus,MD,14,36,71
Myokymia,MD,29,18,59
Myotonia,MD,54,68,29
Nausea,MD,12,9,15
Neck Pain,MD,12,9,15
Neuralgia,MD,75,74,41
Nocturia,MD,53,71,28
Obesity,MD,73,86,46
Oliguria,MD,47,34,91
Ophthalmoplegia,MD,55,71,30
Orthostatic Intolerance,MD,95,59,26
Overweight,MD,26,65,4
Pain,MD,12,9,15
Pallor,MD,21,91,68
Paralysis,MD,12,9,15
Paraparesis,MD,22,82,69
Paraplegia,MD,67,95,37
Paresis,MD,44,39,88
Paresthesia,MD,49,47,93
Pelvic Pain,MD,12,9,15
Persistent Vegetative State,MD,14,36,71
Phantom Limb,MD,39,77,86
Photophobia,MD,77,76,82
Polyuria,MD,64,93,34
Presbycusis,MD,60,25,80
Prosopagnosia,MD,30,19,60
Proteinuria,MD,39,77,86
Pruritus,MD,45,42,89
Pseudophakia,MD,36,27,76
Purpura,MD,76,75,21
Purpura Fulminans,MD,36,27,76
Quadriplegia,MD,24,44,94
Renal Colic,MD,46,43,90
Sarcopenia,MD,80,31,55
Sciatica,MD,12,9,15
Scotoma,MD,59,26,79
Seizures,MD,6,6,12
Shoulder Pain,MD,12,9,15
Sleep Deprivation,MD,74,87,47
Sleep Disorders,MD,74,87,47
Sneezing,MD,12,9,15
Snoring,MD,57,67,32
Spasm,MD,11,8,14
Stupor,MD,8,14,18
Stuttering,MD,94,58,25
Sweating Sickness,MD,25,45,95
Syncope,MD,34,23,64
Tetany,MD,59,26,79
Tics,MD,38,29,78
Tinea Pedis,MD,64,93,34
Tinnitus,MD,11,8,13
Toothache,MD,12,9,15
Torticollis,MD,81,32,56
Tremor,MD,53,72,28
Trismus,MD,17,41,74
Unconsciousness,MD,48,35,92
Urinary Incontinence,MD,55,69,30
Vertigo,MD,89,61,1
Vomiting,MD,12,9,15
Weight Gain,MD,12,9,15
Weight Loss,MD,12,9,15
Abdominal Pain,MA,90,27,92
Acute Coronary Syndrome,MA,15,86,61
Ageusia,MA,54,69,22
Agnosia,MA,37,83,16
Agraphia,MA,34,67,19
Albuminuria,MA,78,11,75
Alien Hand Syndrome,MA,93,31,98
Amaurosis Fugax,MA,94,15,69
Amblyopia,MA,98,6,66
Amnesia,MA,90,27,92
Angina Pectoris,MA,29,52,30
Anisocoria,MA,12,88,6
Anomia,MA,41,61,48
Anorexia,MA,62,58,38
Anoxia,MA,19,54,12
Aphasia,MA,79,12,74
Aphonia,MA,17,81,10
Apnea,MA,89,27,91
Arthralgia,MA,40,46,40
Asthenia,MA,55,34,31
Ataxia,MA,75,87,64
Athetosis,MA,65,1,56
Back Pain,MA,90,27,92
Birth Weight,MA,95,80,9
Blindness,MA,62,58,38
Body Weight,MA,72,17,67
Bulimia,MA,62,58,38
Cachexia,MA,85,24,88
Catalepsy,MA,17,81,10
Catatonia,MA,73,18,84
Cerebellar Ataxia,MA,27,52,28
Chest Pain,MA,90,27,92
Chills,MA,90,27,92
Chorea,MA,19,54,12
Colic,MA,90,27,92
Coma,MA,90,27,92
Communication Disorders,MA,10,55,80
Confusion,MA,62,58,38
Constipation,MA,90,27,92
Coprophagia,MA,52,42,44
Cough,MA,90,27,92
Cyanosis,MA,24,49,18
Deafness,MA,61,59,38
Delirium,MA,86,25,89
Diarrhea,MA,90,27,92
Diplopia,MA,45,63,52
Dizziness,MA,90,27,92
Dysarthria,MA,30,9,70
Dysgeusia,MA,24,49,18
Dyslexia,MA,62,58,38
Dysmenorrhea,MA,36,77,15
Dyspepsia,MA,25,50,26
Dysphonia,MA,15,86,61
Dyspnea,MA,92,30,20
Dystonia,MA,22,70,23
Dysuria,MA,82,21,95
Earache,MA,91,28,93
Ecchymosis,MA,88,26,90
Echolalia,MA,16,75,62
Edema,MA,85,24,88
Emaciation,MA,74,85,63
Encopresis,MA,10,55,80
Eructation,MA,70,91,82
Eye Hemorrhage,MA,39,45,39
Eye Pain,MA,90,27,92
Facial Pain,MA,58,58,35
Facial Paralysis,MA,46,37,58
Fasciculation,MA,60,60,37
Fatigue,MA,90,27,92
Feminization,MA,64,58,36
Fetal Weight,MA,63,56,34
Fever,MA,90,27,92
Flank Pain,MA,85,24,88
Flatulence,MA,61,51,38
Flushing,MA,90,27,92
Gagging,MA,88,26,90
Gastroparesis,MA,90,27,92
Halitosis,MA,39,45,39
Hallucinations,MA,90,27,92
Headache,MA,90,27,92
Hearing Loss,MA,32,73,25
Heart Murmurs,MA,64,58,36
Heartburn,MA,90,27,92
Hematemesis,MA,26,51,27
Hemianopsia,MA,26,51,27
Hemiplegia,MA,43,64,50
Hemoglobinuria,MA,26,51,27
Hemoptysis,MA,95,80,9
Hiccup,MA,87,29,94
Hirsutism,MA,53,57,21
Hoarseness,MA,1,32,1
Horner Syndrome,MA,2,33,2
Hot Flashes,MA,90,27,92
Hydrops Fetalis,MA,3,65,3
Hyperacusis,MA,38,74,45
Hyperalgesia,MA,13,89,7
Hypercapnia,MA,31,10,71
Hyperemesis Gravidarum,MA,80,19,85
Hyperesthesia,MA,67,3,53
Hyperphagia,MA,43,64,50
Hyperventilation,MA,50,40,42
Hypocapnia,MA,66,2,57
Hypothermia,MA,97,93,65
Hypoventilation,MA,14,90,8
Illusions,MA,62,58,38
Intermittent Claudication,MA,42,62,49
Jaundice,MA,74,85,63
Korsakoff Syndrome,MA,25,50,26
Labor Pain,MA,83,22,96
Language Disorders,MA,27,58,28
Lethargy,MA,6,43,76
Livedo Reticularis,MA,69,5,55
Low Back Pain,MA,87,16,87
Mental Retardation,MA,62,58,38
Metatarsalgia,MA,18,82,11
Miosis,MA,44,84,51
Morning Sickness,MA,81,20,86
Motion Sickness,MA,59,16,87
Mouth Breathing,MA,76,7,72
Muscle Cramp,MA,56,34,32
Muscle Weakness,MA,96,47,46
Muscular Atrophy,MA,37,59,16
Mutism,MA,60,59,37
Myoclonus,MA,27,58,28
Myokymia,MA,35,68,17
Myotonia,MA,44,84,51
Nausea,MA,90,27,92
Neck Pain,MA,90,27,92
Neuralgia,MA,25,50,26
Nocturia,MA,84,23,97
Obesity,MA,62,58,38
Oliguria,MA,86,25,89
Ophthalmoplegia,MA,48,36,60
Orthostatic Intolerance,MA,4,66,4
Overweight,MA,40,46,40
Pain,MA,90,27,92
Pallor,MA,68,4,54
Paralysis,MA,90,27,92
Paraparesis,MA,45,63,52
Paraplegia,MA,33,48,47
Paresis,MA,97,36,65
Paresthesia,MA,17,81,10
Pelvic Pain,MA,90,27,92
Persistent Vegetative State,MA,67,3,53
Phantom Limb,MA,5,83,5
Photophobia,MA,64,76,36
Polyuria,MA,51,41,43
Presbycusis,MA,71,94,83
Prosopagnosia,MA,20,84,13
Proteinuria,MA,63,56,34
Pruritus,MA,99,13,68
Pseudophakia,MA,90,27,92
Psychomotor Agitation,MA,97,71,65
Purpura,MA,58,83,35
Purpura Fulminans,MA,23,72,24
Quadriplegia,MA,96,14,68
Renal Colic,MA,77,8,73
Sarcopenia,MA,78,11,75
Sciatica,MA,90,27,92
Scotoma,MA,28,53,29
Seizures,MA,7,79,77
Shoulder Pain,MA,90,27,92
Sleep Deprivation,MA,9,78,79
Sleep Disorders,MA,62,58,38
Sneezing,MA,90,27,92
Snoring,MA,90,27,92
Spasm,MA,89,27,91
Speech Disorders,MA,21,92,14
Stupor,MA,79,12,74
Stuttering,MA,49,39,41
Sweating Sickness,MA,47,38,59
Syncope,MA,36,77,15
Tetany,MA,11,6,81
Thinness,MA,45,63,52
Tics,MA,57,35,33
Tinea Pedis,MA,6,43,76
Tinnitus,MA,90,27,92
Toothache,MA,90,27,92
Torticollis,MA,8,78,78
Tremor,MA,49,39,41
Trismus,MA,1,32,1
Unconsciousness,MA,38,74,45
Urinary Incontinence,MA,53,57,21
Vertigo,MA,9,44,79
Vomiting,MA,90,27,92
Weight Gain,MA,90,27,92
Weight Loss,MA,90,27,92
Abdominal Pain,MI,11,57,87
Acute Coronary Syndrome,MI,44,9,7
Ageusia,MI,28,93,55
Agnosia,MI,41,11,9
Agraphia,MI,19,83,65
Albuminuria,MI,33,49,11
Alien Hand Syndrome,MI,30,49,78
Amaurosis Fugax,MI,54,30,22
Amblyopia,MI,68,33,75
Amnesia,MI,10,56,86
Angina Pectoris,MI,56,28,24
Anisocoria,MI,50,71,72
Anomia,MI,5,51,81
Anorexia,MI,66,47,37
Anoxia,MI,69,34,26
Aphasia,MI,78,19,14
Aphonia,MI,88,73,58
Apnea,MI,7,53,82
Arthralgia,MI,74,15,41
Asthenia,MI,65,46,36
Ataxia,MI,72,13,39
Athetosis,MI,41,11,9
Back Pain,MI,11,57,87
Birth Weight,MI,51,72,73
Blindness,MI,66,47,37
Body Weight,MI,71,36,28
Bulimia,MI,66,47,37
Cachexia,MI,49,70,71
Catalepsy,MI,27,69,54
Catatonia,MI,33,92,11
Cerebellar Ataxia,MI,30,49,78
Chest Pain,MI,11,57,87
Chills,MI,11,57,87
Chorea,MI,59,12,45
Colic,MI,9,54,84
Coma,MI,10,56,86
Communication Disorders,MI,55,31,23
Confusion,MI,66,47,37
Constipation,MI,11,57,87
Coprophagia,MI,33,74,11
Cough,MI,11,57,87
Cyanosis,MI,68,33,75
Deafness,MI,66,47,37
Delirium,MI,73,14,40
Diarrhea,MI,11,57,87
Diplopia,MI,47,4,4
Dizziness,MI,11,57,87
Dysarthria,MI,32,50,80
Dysgeusia,MI,53,37,21
Dyslexia,MI,66,47,37
Dysmenorrhea,MI,1,79,56
Dyspepsia,MI,24,66,51
Dysphonia,MI,53,37,21
Dyspnea,MI,9,55,85
Dystonia,MI,15,89,61
Dysuria,MI,2,61,88
Earache,MI,11,57,87
Ecchymosis,MI,90,76,60
Echolalia,MI,19,84,66
Edema,MI,11,57,87
Emaciation,MI,31,48,79
Encopresis,MI,62,43,31
Eructation,MI,61,38,48
Eye Hemorrhage,MI,74,15,41
Eye Pain,MI,11,57,87
Facial Pain,MI,45,10,8
Facial Paralysis,MI,86,41,33
Fasciculation,MI,26,68,53
Fatigue,MI,11,57,87
Feminization,MI,61,38,48
Fetal Weight,MI,80,26,19
Fever,MI,11,57,87
Flank Pain,MI,11,57,87
Flatulence,MI,66,47,37
Flushing,MI,11,57,87
Gagging,MI,9,54,84
Gastroparesis,MI,11,57,87
Halitosis,MI,61,38,48
Hallucinations,MI,8,57,83
Headache,MI,11,57,87
Hearing Loss,MI,58,91,47
Heart Murmurs,MI,57,29,25
Heartburn,MI,11,57,87
Hematemesis,MI,21,77,68
Hemianopsia,MI,25,67,52
Hemiplegia,MI,4,63,76
Hemoglobinuria,MI,61,38,48
Hemoptysis,MI,89,75,59
Hiccup,MI,11,57,87
Hirsutism,MI,42,7,29
Hoarseness,MI,63,17,43
Horner Syndrome,MI,23,88,70
Hot Flashes,MI,11,57,87
Hydrops Fetalis,MI,89,75,59
Hyperacusis,MI,40,39,49
Hyperalgesia,MI,39,5,5
Hypercalciuria,MI,62,43,31
Hypercapnia,MI,17,86,63
Hyperemesis Gravidarum,MI,8,60,83
Hyperesthesia,MI,88,73,58
Hyperkinesis,MI,20,85,67
Hyperoxia,MI,29,65,50
Hyperphagia,MI,65,46,36
Hyperventilation,MI,55,32,23
Hypesthesia,MI,36,1,1
Hypocapnia,MI,16,90,62
Hypothermia,MI,64,45,35
Hypoventilation,MI,61,38,48
Illusions,MI,66,47,37
Intermittent Claudication,MI,39,5,5
Jaundice,MI,11,57,87
Korsakoff Syndrome,MI,13,59,89
Labor Pain,MI,37,2,2
Lethargy,MI,77,80,57
Livedo Reticularis,MI,49,70,71
Low Back Pain,MI,7,53,82
Mental Retardation,MI,66,47,37
Metatarsalgia,MI,76,18,44
Miosis,MI,83,21,16
Morning Sickness,MI,11,57,87
Motion Sickness,MI,79,20,15
Mouth Breathing,MI,46,8,10
Muscle Cramp,MI,48,6,6
Muscle Weakness,MI,38,3,3
Muscular Atrophy,MI,67,27,38
Mutism,MI,64,45,35
Myoclonus,MI,59,12,45
Myokymia,MI,80,26,19
Myotonia,MI,61,38,48
Nausea,MI,11,57,87
Neck Pain,MI,11,57,87
Neuralgia,MI,75,16,42
Nocturia,MI,39,5,5
Obesity,MI,66,47,37
Oliguria,MI,78,25,14
Ophthalmoplegia,MI,54,30,22
Orthostatic Intolerance,MI,46,12,10
Overweight,MI,85,23,18
Pain,MI,11,57,87
Pallor,MI,58,91,47
Paralysis,MI,11,57,87
Paraparesis,MI,84,22,17
Paraplegia,MI,69,34,26
Paresis,MI,1,79,56
Paresthesia,MI,6,52,81
Pelvic Pain,MI,11,57,87
Persistent Vegetative State,MI,86,41,33
Phantom Limb,MI,34,78,12
Photophobia,MI,80,26,19
Polyuria,MI,43,7,30
Presbycusis,MI,22,81,69
Prosopagnosia,MI,53,37,21
Proteinuria,MI,81,44,32
